Transaction Hash,Date,From,To,Amount In (ETH),Amount Out (ETH),Fee (ETH),Fee (USD),CurrentValue,General amount,General amount USD
0x28694181e45ae50ae517708ace63ccd9788900138e8e5d3e19f98accf55e6987,2023-07-27 10:28:59,0x14f87a9023f59495b6a26dda2c65ec3ef445e4ab,0x753233ab3efcb4c8dc7b163f37062548904272a1,0.026540827755336033,0,0,0,88.32734395320321,0.026540827755336033,88.32734395320321
0x045613c17783813251e8dcc161dd5c3921e26541c187b5c6219763cf55b06052,2023-08-21 06:55:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000867741,2.88782469318,-0.0,-0.0,-2.88782469318
0x415300c7e00799c2a87082bbf6e5c67442c291be64ad0e8b647eb1568c32387e,2023-08-28 08:41:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.00123927,4.1242657746,-0.0,-0.0,-4.1242657746
0xb0fdee3b73fbd3462f04a2ce23838c497add84e779cf7d3810899844477562c5,2023-09-04 06:48:47,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000867489,2.88698604222,-0.0,-0.0,-2.88698604222
0xf7433730656867ccfe30cb8c7ceb107ca7e2b78b240b8f3752d21b60fe4017ba,2023-09-11 08:52:11,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.00082594,2.7487118012000002,-0.0,-0.0,-2.7487118012000002
0xb21b3bb7ff94a0837f9a37f849a31fd549d401ac25c0aa6f53835c04b89202b0,2023-09-18 08:26:11,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000784871,2.61203499058,-0.0,-0.0,-2.61203499058
0x9baab1eaca7c8e8d55cd78542d3ba30fd6ce3583b0ea72dac1a75dbaba490f17,2023-10-17 15:32:11,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001517016,5.04859890768,-0.0,-0.0,-5.04859890768
0x4b2d1d5e832863c58c2b653aae59d020f323cf9aef10617ccaf62daa6a75ea8a,2023-10-17 15:32:23,0x753233ab3efcb4c8dc7b163f37062548904272a1,0x19a1a4c903e57e9856fb3676e7ed4ca119fcb6eb,0,-0.003171642974493647,-0.000504,1.6773019200000001,-10.555164386255367,-0.003171642974493647,-12.232466306255366
0x8f9c482ffac9c5d48087d1ca833c518f6a2005caebf431e2e5b2a5de30a754e4,2023-10-30 07:24:47,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000867741,2.88782469318,-0.0,-0.0,-2.88782469318
0xe9b8429dd96edd857f153ff277643ed0f9550277e4720c35077c850f07b6ad08,2023-11-06 09:36:59,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001014662,3.3767748427599997,-0.0,-0.0,-3.3767748427599997
0xca563571d2c6863915d8f5250df83e4373f20e5d45c5094e2e8e6a1eff4e3f43,2023-11-13 10:14:47,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.00165188,5.4974236024000005,-0.0,-0.0,-5.4974236024000005
0x8fed5a6f5dc251f676eb63f25f159f598dbe977f7fb6472c25faab38668b19d3,2023-11-13 10:15:23,0x753233ab3efcb4c8dc7b163f37062548904272a1,0x47b54bd326a9e0b9cbaed6aab6ccda085b53e3ad,0,-0.012241574780842385,-0.000987,3.28471626,-40.739716039147844,-0.012241574780842385,-44.02443229914785
0xd1a81d9ad523eee3624a7415bdf34cc2ce30fcf03ba2ff962646b6fe8078382a,2023-11-20 11:48:23,0xf6c3cc834936d2533c1b570e081c8acf71ebab28,0x753233ab3efcb4c8dc7b163f37062548904272a1,0.026914422900944156,0,0,0,89.57066112588413,0.026914422900944156,89.57066112588413
0xe132eabcaf36a099121bd7764786a31040b74c957309d8da248d642f90ce6104,2023-11-20 11:49:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001693669,5.63649655862,-0.0,-0.0,-5.63649655862
0xb1c2d89885484ff0345b4601eb4bdf772c9d753408e243c285a4cd1c94d69252,2023-11-27 08:06:59,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.00123927,4.1242657746,-0.0,-0.0,-4.1242657746
0x37c6a8ce7c4fb59ca983031bf94eb830c419672f7cb1bdafb1fca08a220998b4,2023-11-28 20:14:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0x1645f985e7bad6056d50e5f94b9f7f121f37a4bf,0,-0.02225948390094416,-0.001722,5.7307815600000005,-74.07911723266415,-0.02225948390094416,-79.80989879266414
0x78032c7146554df68e4bafc7f2a6e82d172a42eea9dcad5b4e6bd9f0ecfe8323,2023-12-04 15:10:47,0x642877f3e92c3897475cba47aa6a999af3d9d951,0x753233ab3efcb4c8dc7b163f37062548904272a1,0.048670800439984035,0,0,0,161.97545044825807,0.048670800439984035,161.97545044825807
0x40c7e45e868d6f80efddb0112e63fe6cbb8034408978f0f43a6649a19649e91a,2023-12-04 15:11:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.002271995,7.561153920100001,-0.0,-0.0,-7.561153920100001
0xcf89b57b009648aadea05c086001dab342c5d31743466df12c88a45b03fedd8b,2023-12-18 10:50:23,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.002355297,7.838381310060001,-0.0,-0.0,-7.838381310060001
0xc02c0ce2845a2ea764357059e8ccac2c09c0a7cf3788e8dec9cf40114885643f,2023-12-22 13:51:11,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.002148692,7.150804002159999,-0.0,-0.0,-7.150804002159999
0x4ee00eb3dbd1ffab2a79be09e96aa6131b38b66bf41f3ec5a8a26a8aedbe12d9,2023-12-29 11:03:23,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.00123927,4.1242657746,-0.0,-0.0,-4.1242657746
0x1427ec33355016d4f8967365456da4cf15a2146d219b5805050cb7abeb226562,2024-01-15 07:20:47,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001074346,3.5754020010799996,-0.0,-0.0,-3.5754020010799996
0x258fc2d24f1299c388d1d8905b0e92480ba408fc6f507791bc3f35a2b0402249,2024-01-22 15:35:59,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001487124,4.94911892952,-0.0,-0.0,-4.94911892952
0x11a6aa7883a24423075dd531354473ae55c5fb3da5bb1228c751f03c4cb00c0e,2024-01-29 15:54:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001404914,4.67552569372,-0.0,-0.0,-4.67552569372
0x21c19d6af6e1f10c1f0a8ec93d7e8ed0154e289cef2910ec4eb8e485c52428d1,2024-02-05 15:47:59,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001776803,5.91316484794,-0.0,-0.0,-5.91316484794
0xd4f7716528f90ba1c7640b92990f5e7c0947b661012c2438b490d9a4c35c0028,2024-02-12 15:46:11,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.002148068,7.14872734264,-0.0,-0.0,-7.14872734264
0x360c352c4c0467c5b8d7401fa27688248738db8acb9eb4eaaac7c3fe57c8f525,2024-02-19 11:50:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001570198,5.22558754004,-0.0,-0.0,-5.22558754004
0x5ca5e9ca13521373fe7b75e848d06a4c55f45f5096766fd3718c059a0f495919,2024-02-21 09:18:59,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001735482,5.77564938636,-0.0,-0.0,-5.77564938636
0xa97273740b16f009e71b385d7741b6e6f940d230804d62a47218b896d3dc9324,2024-02-26 14:20:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0x720a4c3b4465772aa982743c9f05e0e4b526836c,0,-0.02484339786701684,-0.001449,4.82224302,-82.67833123347471,-0.02484339786701684,-87.50057425347471
0x8226ea643fdcfd2000e2da3c9dfc723ae2abd821bde9745287d76f9516302c16,2024-03-04 13:49:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.002809828,9.35105138744,-0.0,-0.0,-9.35105138744
0x8c7153892b96b729bef5f7f78765feeb45a7a4fa9e1eaf1210aedd9605086a54,2024-04-01 12:38:59,0x9e6be2098d9a5bcd01b65e570037b201e129241b,0x753233ab3efcb4c8dc7b163f37062548904272a1,0.00912225648136323,0,0,0,30.3586871248472,0.00912225648136323,30.3586871248472
0x1e21d6d581a8600c37f665c2109d81f7dc7f803d8cd3e1fc5d4409a66ee8ca63,2024-04-01 12:41:23,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001115343,3.7118391971399998,-0.0,-0.0,-3.7118391971399998
0xfe48bb4c4cb03f250d508f6735c847a39797339eba6025359fd540c282117352,2024-04-08 12:37:23,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001322272,4.40049477056,-0.0,-0.0,-4.40049477056
0x0ce0a14f75560454aa45b6136617a3b016efc70bb00b83fae76b908c01da317c,2024-04-09 18:56:59,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001528877,5.088072078460001,-0.0,-0.0,-5.088072078460001
0x48ad88a07c967d9298d037218866c96d8fb228a697a1b654c6b3607e630c6df3,2024-04-15 12:31:47,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001115667,3.71291746266,-0.0,-0.0,-3.71291746266
0xa4eefab47c6eeec620b5bf03654e05c1ea16cf8385eae2001a459249df95ebfa,2024-04-22 14:42:11,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001280951,4.26297930898,-0.0,-0.0,-4.26297930898
0x6bff018e837bdb1b18348f65c351737d3bd4493b350187afd1646cc1fb4b16b1,2024-04-29 08:20:35,0xaccdb161128e38aeb60942675ac168f0ee05ca34,0x753233ab3efcb4c8dc7b163f37062548904272a1,0.0336333427506693,0,0,0,111.93109200737243,0.0336333427506693,111.93109200737243
0xc0b0b001f4348ab8fb2607d3081a27cd59c9161ab21704e3c41cdd454152ea10,2024-04-29 08:21:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000743778,2.47527830844,-0.0,-0.0,-2.47527830844
0xaff81431eec3ab35ead0cb72368e213e7f433bb5f39f0b6770ec4966e1440029,2024-05-06 13:27:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000743778,2.47527830844,-0.0,-0.0,-2.47527830844
0xd76b9abfa2193104e02fc132fbc02cdf63d86eeb90181ab50f6113da98bac2a3,2024-05-09 19:07:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000578494,1.92521646212,-0.0,-0.0,-1.92521646212
0x26f5d56333325e1c72556a0a50b704638420bd89970596c21772b39a782014e9,2024-05-20 13:59:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000702457,2.33776284686,-0.0,-0.0,-2.33776284686
0xf5cfb6273cf47acada1ea2e75b022dac7b7d0f8ea01dd356cadef5266f4fc841,2024-05-27 13:21:59,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001156988,3.85043292424,-0.0,-0.0,-3.85043292424
0xf66ad60044a2e7b8f9a6dc352cfe9e128b4f039e8ad7d66b07037706eaa5d743,2024-06-10 07:19:47,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000578494,1.92521646212,-0.0,-0.0,-1.92521646212
0xc86c0ac75d511e10ddee234fec4c6967f566637e4784dbccb92be8272fcd7bd6,2024-06-12 18:50:23,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001156988,3.85043292424,-0.0,-0.0,-3.85043292424
0x5469a4f18ce995302c6a5bd1a72d3c81a27d3d35c3683a5fa5260c347a1bdcbe,2024-06-15 15:19:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000934736,3.1107827132800003,-0.0,-0.0,-3.1107827132800003
0xb8362edeabd91193053c71185a831500a140fcbeaa1d7e36209e7e9246519602,2024-06-24 07:50:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000578494,1.92521646212,-0.0,-0.0,-1.92521646212
0x08fffc4e30ee3b028d6d0c8a7cb48f13e959a64fbb2798eb10c8b0306de42a95,2024-07-08 07:09:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000454531,1.51267007738,-0.0,-0.0,-1.51267007738
0xaef33cc5b540c70a6ab5d9768e4caa9d24b633cc63a185c28d9da685a1b40fbe,2024-07-15 07:29:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000578326,1.92465736148,-0.0,-0.0,-1.92465736148
0x26645f3e81ef281f859c722ff53e97382a73624bd1507f65d991fa419a8c30ba,2024-07-22 09:32:59,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000578494,1.92521646212,-0.0,-0.0,-1.92521646212
0x45b4ab859af7f7fdcb5cf7f4063da401c55da5c389e73f489b2ff6fc26e7d3c3,2024-08-05 07:46:47,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.002166115079358209,7.208787661802532,-0.0,-0.0,-7.208787661802532
0x0b3b552c9b03af43ab3e831a035225dc89851abab5c435e93a6fe30082f8cdfc,2024-09-09 07:19:47,0x753233ab3efcb4c8dc7b163f37062548904272a1,0x07e4e57a7db2d6c19e1b7c7b1005592b7c7d29cc,0,-0.02555705798292152,-0.00024014374272,0.7991935728973056,-85.05337782600316,-0.02555705798292152,-85.85257139890047
